CODOPER;DOCFEC;DOCSER;DOCNUM;DESCOP;HORACAN;DTOOBR;CODMOD;PORIMP;PORREC;PRETAR;NUMTAR;LINOBRA
101;01/08/2012;31;000233;DESMONTAR TRANSMISION PARA MONTAJE DE KIT DE RODAMIENTOS, KIT DE JUNTAS Y TURBINAS DE CONVERTIDOR.;115;0;01;18;4;30;01;005
101;03/08/2012;31;000235;DESMONTAJE DE TRANSMISION;45;0;01;18;4;30;01;005
101;08/08/2012;31;000240;DESPIECE DE TRANSMISION EN NUESTRAS INSTALACIONES PARA SUSTITUCION DE KITS DE JUNTAS Y RODAMIENTOS.;60;0;01;18;4;30;01;005
800;10/08/2012;31;000244;DESPLAZAMIENTO A VERTEDERO PARA LIMPIEZA DE CAJA DE VALVULAS;10;0;01;18;4;30;01;005
101;14/08/2012;31;000247;DESMONTAJE DE MOTORES HIDRAULICOS DE TRANSLACION Y BOMBAS HIDRAULICAS PARA DIANOSTICAR AVERIA.;45;0;01;18;4;30;01;005
800;22/08/2012;31;000250;DESPLAZAMIENTO A PLANTA, DESMONTAR BOTELLAS ELEVACIO, VOLTEO, DESMONTAR RADIADOR PARA SU REPARACION EN TALLER Y MONTAJE UNA VEZ REPARADO;52;0;01;18;4;32;01;005
101;22/08/2012;31;000250;DESMONTAR BOTELLAS, LIMPIEZA, COLOCACION DE KIT REPARACION, MONTAJE Y DESPIECE RADIADOR, LIMPIEZA Y MONTAJE;16;0;01;18;4;32;02;005
800;23/08/2012;31;000252;DESPLAZAMIENTO, HACER VACIO Y CARGA DE GAS CON TINTA;1;0;01;18;4;30;01;005
800;23/08/2012;31;000253;DESPLAZAMIENTO A PLANTA, COMPROBACION FALLO VENTILADOR, COMPROBAR SOLENOIDE BOMBA VENTILAOR, DESMONTAR, COLOCACION DE NUEVO PRUEBA Y AJUSTE;7;0;01;18;4;32;01;005
800;03/09/2012;31;000264;DESPLAZAMIENTO A PLANTA, COMPROBACION FALLO VENTILADOR, COMPROBAR SOLENOIDE BOMBA VENTILAOR, DESMONTAR, COLOCACION DE NUEVO PRUEBA Y AJUSTE;15;0;01;21;4;32;01;005
800;03/09/2012;31;000265;DESPLAZAMIENTO A SUS INSTALACIONES, DESMONTAR CARENAJES, PARA SACAR MOTOR Y MONTAJE UNA VEZ REPARADO;45;0;01;21;4;30;01;005
101;03/09/2012;31;000265;DESPIECE DE MOTOR, LIMPIEZA, COLOCACION DE JUEGOS REPARACION, AJUSTE Y MONTAJE;90;0;01;21;4;30;02;005
800;03/09/2012;31;000266;DESPLAZAMIENTO A PLANTA, DESMONTAR CABINA, CARENAJES, SACAR BOMBA VENTILADOR, MONTAJE NUEVA, MONTAJE CARENAJES Y CABINA;24;0;01;21;4;32;01;005
100;03/09/2012;31;000265;DESMONTAR BOMBA, COLOCACION DE ELEMENTOS VALVULAS, KIT DE JUNTAS, AJUSTE Y MONTAJE;1;0;01;21;4;700;04;005
800;05/09/2012;31;000268;DESPLAZAMIENTO A SUS INSTALACIONES, DESMONTAR TAPA, REALIZAR REGLAJE DE VALVULAS, COLOCACION DE JUNTA TAPA Y MONTAJE;3;0;01;21;4;30;01;005
800;05/09/2012;31;000269;DESPLAZAMIENTO A SUS INSTALACIONES, DESMONTAR TAPA, REALIZAR REGLAJE DE VALVULAS, COLOCACION DE JUNTA TAPA Y MONTAJE;3;0;01;21;4;30;01;005
101;05/09/2012;31;000271;DESMONTAR CARENAJES, SACAR MOTOR, TRANSMISION, DESPIECE, LIMPIEZA, COLOCACION DE JUEGO DE JUNTAS Y MONTAJE, MONTAJE DE TRANSMISION EN MAQUINA, MOTOR, Y CARENAJES;95;0;01;21;4;30;01;005
101;05/09/2012;31;000272;DESMONTAR CARENAJES, SACAR MOTOR, TRANSMISION, DESPIECE, LIMPIEZA, COLOCACION DE JUEGO DE JUNTAS, RODAMIENTOS, MONTAJE, MONTAJE DE TRANSMISION EN MAQUINA, MOTOR, Y CARENAJES;125;0;01;21;4;30;01;005
800;10/09/2012;31;000276;DESPLAZAMIENTO A PLANTA, DESMONTAR BOTELLAS DE ELEVACION, VOLTEO, COLOCACION DE KIT DE REPARACION Y MONTAJE. CARREGUIR SAIDEROS POR TRANSMISION;20;0;01;21;4;30;01;005
800;10/09/2012;31;000276;COMPPROBACION DE CIRCUITO, REALIZAR VACIO Y CARGA DEL MISMO, COMPROBACION DE FALLO ELECTRICO;3;0;01;21;4;30;02;005
800;06/09/2012;31;000274;DESPLAZAMIENTO A SUS INSTALACIONES, DESMONTAR IECU, COLOCACION DE NUEVA Y CALIBRACION;3;0;01;21;4;32;01;005
800;10/09/2012;31;000277;DESMONTAR BOMBAS, TRASLADO PARA SU REPARCION Y MONTAJE UNA VEZ REPARADAS;10;0;01;21;4;30;01;005
101;10/09/2012;31;000277;DESMONTAR BOMBAS, DESPIECE, LIMPIEZA, COLOCACION DE JUEGO REPARACION, AJUSTE Y MONTAJE;20;0;01;21;4;30;02;005
800;19/09/2012;31;000281;DESPLAZAMIENTO A SUS INSTALACIONES EN RODA ANDALUCIA, DESMONTAR CRISTAL Y COLOCACION DE NUEVO, HACER CHEQUEO CON ORDENADOR CODIGOS DE ERROR;4;0;01;21;4;30;01;005
800;21/09/2012;31;000282;DESPLAZAMIENTO A PLANTA,DESMONTAR CARDAN, FRENO MANO, DESMONTAR HORQUILLA, COLOCACION DE NUEVA, MONTAJE DE CRUCETA Y CARDAN;4;0;01;21;4;30;01;005
800;25/09/2012;31;000287;DESPLAZAMIENTO, COMPROBACION DE FALLO DE MOTOR;3;0;01;21;4;30;01;005
800;26/09/2012;31;000288;DESPLAZAMIENTO A PLANTA, DESMONTAR CARDAN, CAJA TRANSFERENCIA HIDROESTATICA, PARA SU REPARACION Y MONTAJE UNA VEZ REPARADA ;12;0;01;21;4;30;01;005
101;26/09/2012;31;000288;DESMONTAR CAJA, LIMPIEZA, COLOCACION DE TAPAS, MONTAJE Y REPARACION DE CRUCETA CARDAN;15;0;01;21;4;30;02;005
101;26/09/2012;31;000290;DESMONTAR BOMBA HIDRAULICA, DESPIECE, RECTIFICADO DE BARRILETE, PLACA, AJUSTE Y MONTAJE;8;0;01;21;4;30;01;005
101;26/09/2012;31;000290;DESMONTAR MOTOR HIDRAULICO,DESPIECE, LIMPIEZA, COLOCACION DE EJE, PISTONES, BARRILETE, PLACA, SEGMENTOS, RODAMIENTOS, JUNTAS, AJUSTE Y MONTAJE;12;0;01;21;4;30;02;005
101;26/09/2012;31;000290;DESMONTAR REDUCTOR, DESPIECE, LIMPIEZA, COLOCACION DE RODAMIENTOS, MONTAJE, COLOCACION DE RETEN ESPEJO, AJUSTE Y MONTAJE;26;0;01;21;4;30;03;005
800;27/09/2012;31;000294;DESPLAZAMIENTO A FABRICA, DESMONTAR BOTELLA VOLTEO, DESPIECE, COLOCACION DE KIT REPARACION Y MONTAJE;18;0;01;21;4;29;01;005
101;28/09/2012;31;000297;DESMONTAR BOMBA HIDRAULICA, LIMPIEZA DE CIRCUITO HIDRAULICO, MONTAJE BOMBA NUEVA Y COLOCACION DE VALVULA;14;0;01;21;4;30;01;005
101;28/09/2012;31;000298;DESMONTAR BOMBA, DESPIECE, REPARCION, COLOCACION DE JUEGO REPARACION, AJUSTE Y MONTAJE, COLOCACION DE VALVULA Y LIMPIEZA DE CIRCUITO HIDRAULICO;22;0;01;21;4;30;01;005
800;28/09/2012;31;000299;MONTAJE DE CULATA, COLOCACION DE INYECTORES, AJUSTE Y MONTAJE DE MAQUINA;14;0;01;21;4;30;01;005
800;01/10/2012;31;000300;DESPLAZMIENTO Y COLOCACION DE CINTURONES EN 2 MAUINAS;0,5;0;01;21;4;30;01;005
800;02/10/2012;31;000302;MANO DE OBRA;25;0;01;21;4;32;01;005
800;03/10/2012;31;000304;DESPLAZAMIENTO A SUS INSTALACIONES, COMPROBACION FALLO DE POTENCIA;1;0;01;21;4;203;01;005
101;05/10/2012;31;000306;DESMONTAR CABINA, SACAR TRANSMISION DE MAQUINA, DESPIECE, LIMPIEZA, COLOCACION DE JUEGOS DE REPARACION, AJUSTE, MONTAJE DE TRRANSMISION, COLOCACION EN MAQUINA Y MONTAJE DE CABINA;80;0;01;21;4;30;01;005
800;05/10/2012;34;000193;DESPLAZAMIENTO, DESMONTAR FRENO MANO DESPIECE , COLOCACION DE JUEGO DE REPARACION, PASTILLAS, AJUSTE Y MONTAJE;3;0;01;21;4;30;01;005
800;08/10/2012;31;000307;DESPLAZAMIENTO, DESMONTAR CHAPAS, TAPA, DESMONTAR INYECTOR, COLOCACION DE INTERCAMBIO, AJUSTE DE VALVULAS, INYECTORES, COLOCACION DE TAPA Y CAHAPAS;4;0;01;21;4;30;01;005
800;08/10/2012;31;000309;DESPLAZAMIENTO, DESMONTAR TAPA, INYECTOR, COLOCACION DE NUEVO Y MONTAJE, DESMONTAR ACTUADOR, COLOCACION DE NUEVO Y CORREGUIR PERDIDAS DE GASOIL;1;0;01;21;4;233;01;005
101;04/10/2012;34;000192;DESMONTAJE DE TEJAS DE 2 CADENAS Y MONTAJE EN LAS 2 MALLAS NUEVAS;40;0;01;21;4;30;01;005
800;04/10/2012;34;000192;QUITAR CADENAS DE BULLDOZER Y COLOCACION DE NUEVAS.;16;0;01;21;4;30;02;005
800;09/10/2012;31;000311;DESPLAZAMIENTO A PLANTA PARA INSTALACION DE HIDRAULICA DE BIVALVA;24;0;01;21;4;30;01;005
