CODOPER;DOCFEC;DOCSER;DOCNUM;DESCOP;HORACAN;DTOOBR;CODMOD;PORIMP;PORREC;PRETAR;NUMTAR;LINOBRA
800;04/05/2010;11;000074;DESPLAZAMIENTO A CANTERA , SACAR MOTOR DE MAQUINA , PARA SU REPARACION EN TALLER Y DESPIECA DEL MISMO PARA VER AVERIA;90;0;01;16;4;28;01;005
101;04/05/2010;13;000014;DESMONTAR CABINA Y CARENAJES, SACAR TRANSMISION, DESPIECE DE TAPAS, SUSTITUIR RETENES, JUNTAS DE LA MISMA Y COLOCAR EN MAQUINA. CARGA DE A/A.;115;0;01;16;4;28;01;005
101;04/05/2010;13;000015;DESMONTAR CABINA Y CARENAJES, SACAR TRANSMISION, DESPIECE DE TAPAS, SUSTITUIR RETENES, JUNTAS DE LA MISMA Y COLOCAR EN MAQUINA. CARGA DE A/A.;115;0;01;16;4;28;01;005
800;05/05/2010;11;000075;DESPLAZAMIENTO A PLANTA, DESMONTAR CRISTAL Y COLOCACION DE NUEVO ;4;0;01;16;4;28;01;005
800;19/05/2010;13;000029;DESPLAZAMIENTO PARA DIAGNOSIS DE AVERIA Y SUSTITUCION Y CALIBRACION DE ECU;5;0;01;16;4;32;01;005
800;20/05/2010;11;000082;LIMPIEZA DE MOTOR Y MONTAJE DEL MISMO EN TALLER;100;0;01;16;4;28;01;005
800;25/05/2010;11;000085;Desplazamiento a cantera para comprobacion de averia.;8;0;01;16;4;32;01;005
800;25/05/2010;11;000086;SUSTITUCION DE TURBO;6;0;01;16;4;28;01;005
800;25/05/2010;11;000087;Sustitucion de cartucho;7;0;01;16;4;28;01;005
800;25/05/2010;11;000088;;6;0;01;16;4;28;01;005
800;25/05/2010;11;000090;TRABAJOS EXTERIORES;8;0;01;16;4;28;01;005
800;26/05/2010;13;000030;DESPLAZAMIENTO PARA SUSTITUCION DE INYECTOR;3;0;01;16;4;30;01;005
800;01/06/2010;11;000095;DESPLAZAMIENTO A PLANTA , DESMONTAR BOMBA INYECCION  Y MONTAJE UNA VEZ REPARADA;7;0;01;16;4;28;01;005
800;03/06/2010;11;000097;TRABAJOS EXTERIORES;4;0;01;16;4;32;01;010
800;04/06/2010;11;000099;DESPLAZAMIENTO A CANTERA, CAMBIAR JOYSTICK DE MAQUINA;4;0;01;16;4;32;01;005
800;16/06/2010;11;000105;DESPLAZAMIENTO A PLANTA , DESMONTAR REDUCTOR DE RUEDA , RETEN , RODAMIENTOS, CARCASA , PARA SU REPARACION EN TALLER Y COLOCACION UNA VEZ REPARADO;7;0;01;16;4;28;01;005
101;16/06/2010;11;000105;LIMPIEZAS DE PIEZAS , DESMONTAR REDUCTOR , COLOCACION DE MATERIALES Y MONTAJE;5;0;01;16;4;28;02;005
101;09/06/2010;11;000101;DESMONTAR, LIMPIEZA Y MONTAJE;60;0;01;16;4;28;01;005
800;17/06/2010;11;000107;DESPLAZAMIENTO A PLTANTA, REVISAR MOTOR DE ARRANQUE ESTANDO DEFECTUSO, DESPLAZAMIENTO A PLANTA, SUSTITUIR MOTOR DE ARRANQUE;3,5;0;01;16;4;28;01;005
101;17/06/2010;11;000108;DESPIECE CONVERTIDOR, BOMBA HIDRAULICA, LIMPIEZA , COLOCACION DE MATERIAL Y MONTAJE;15;0;01;16;4;30;01;005
800;21/06/2010;13;000052;sustitucion de aguilon en nuestras instalaciones;80;0;01;16;4;32;01;005
800;18/06/2010;11;000110;DESPLAZAMIENTO A PLANTA , DESMONTAR REDUCTOR DE RUEDA , PARA SU REPARACION Y COLOCACION UNA VEZ REPARADO;8;0;01;16;4;28;01;005
800;23/06/2010;11;000112;DESMONTAR CARENAJES Y MOTOR PARA SACAR CONVERTIDOR , COLOCACION DE NUEVO. COLOCACION DE MOTOR Y CARENAJES EN MAQUINA;90;0;01;16;4;28;01;005
800;23/06/2010;11;000113;DESMONTAR CARENAJES Y MOTOR PARA SACAR TRANSMISION PARA SU REPARACION. DESPIECE DE LA MISMA , LIMPIEZA , SUSTITUIR JUEGO JUNTAS , CONVERTIDOR , SEGMENTOS Y COLOCACION UNA VEZ REPARADA ;180;0;01;16;4;28;01;005
101;23/06/2010;11;000113;DESMONTAR ENFRIADOR Y COLOCACION DE NUEVO;6;0;01;16;4;28;02;005
800;23/06/2010;11;000114;DESPLAZAMIENTO A PLANTA , DESMONTAR BOMBA , COLOCACION DE NUEVA Y AJUSTE;4;0;01;16;4;28;01;005
800;23/06/2010;11;000111;MANTENIMIENTO DE BACKUS;8;0;01;16;4;32;01;005
800;30/06/2010;11;000116;DESPLAZAMIENTO A CANTERA, DESMONTAR TAPA BALANCINES, BALANCINES , COLOCACION , HACER REGLAJES DE VALVULAS E INYECTORES PRUEBA;10;0;01;16;4;32;01;005
800;01/07/2010;11;000118;MANO DE OBRA EN JORNADA DE TRABAJO DE 8 H. EFECTIVAS DE 7 DE LA MAÑANA A 3 DE LA TARDE, A PARTE EL DESPLAZAMIENTO.;176;0;01;16;4;28;01;005
800;01/07/2010;11;000119;DESMONTAR CARENAJES , SACAR MOTOR PARA SU REPARACION EN TALLER Y COLOCACION UNA VEZ REPARADO;90;0;01;18;4;28;01;005
101;01/07/2010;11;000119;DESPIECE DE MOTOR , LIMPIEZA , COLOCACION DE JUEGOS REPARACION Y MONTAJE;100;0;01;18;4;28;02;005
101;02/07/2010;11;000120;MANO DE OBRA;0,01;0;01;18;4;0;01;005
800;23/06/2010;11;000121;DESPLAZAMIENTO A CANTERA. MANO DE OBRA DESMONTAJE Y MONTAJE EN EL CAMION;9;0;01;16;4;28;01;005
101;07/07/2010;11;000122;DESPIECE MOTOR , LIMPIEZA , COLOCACION PIEZAS REPARACION Y MONTAJE;100;100;01;18;4;28;02;005
800;07/07/2010;11;000122;DESMONTAR CARENAJE PARA SACAR MOTOR PARA SU REPARACION EN TALLER Y COLOCACION UNA VEZ REPARADO;100;0;01;18;4;28;01;005
101;30/06/2010;11;000117;CAMBIO DE FILTROS Y ACEITES 2000 H.;8;0;01;16;4;28;02;005
800;15/07/2010;14;000017;TRABAJOS EXTERIORES;20;0;01;18;4;32;01;005
800;16/07/2010;11;000126;DESPLAZAMIENTO A PLANTA, DESMONTAJE, MONTAJE Y CALIBRAR BASCULA;3,5;0;01;18;4;32;01;005
800;22/07/2010;13;000062;REVISAR MAQUINA PARA VER PIEZAS DEFECTUOSAS;5;0;01;18;4;32;01;005
800;09/08/2010;11;000132;DESPLAZAMIENTO A NAVE, REVISION DE A/A PARA VER FALLO Y CARGAR A/A;2;0;01;18;4;32;01;005
800;09/08/2010;11;000133;DESPLAZAMIENTO A NAVE, REVISION DE FALLO A/A Y CARGAR;2;0;01;18;4;32;01;005
800;10/08/2010;11;000134;DESPLAZAMIENTO A CANTERA, DESMONTAR CUERPOS COMPLETOS Y PISTONCILLOS DE BOMBA Y COLOCACION DE NUEVOS MATERIALES.;6;0;01;18;4;32;01;005
101;17/08/2010;11;000136;DESPIECE DE MOTOR, LIMPIEZA, COLOCACION DE JUEGOS REPARACION Y MONTAJE;110;0;01;18;4;28;02;005
101;17/08/2010;11;000137;DESPIECE DE MOTOR, LIMPIEZA, COLOCACION DE JUEGOS REPARACION Y MONTAJE;85;0;01;18;4;28;02;005
101;17/08/2010;11;000138;DESMONTAR CARENAJES, SACAR MOTOR Y DEPOSITO DE GASOIL PARA REVISAR FISURAS INTERNAS DE CHASIS Y EVALUAR REPARACION;10;0;01;18;4;28;01;005
101;04/08/2010;14;000034;DESMONTAR MOTOR EN NUESTRA INSTALACIONES, COLOCACION DE PIEZAS DEL MOTOR EN BLOQUE LARGO Y MONTAJE DEL MISMO.;50;0;01;18;4;28;01;005
800;24/08/2010;11;000142;DESPLAZAMIENTO A PLANTA PARA DESMONTAR ZAPATAS Y TAMBOR, Y MONTAR UNA VEZ REPARADO;7;0;01;18;4;28;01;005
800;24/08/2010;11;000143;DESPLAZAMIENTO A PLANTA, SACAR MOTOR, SUSTITUCION DE RETEN DEL CONVERTIDOR, MONTAJE DEL MOTOR Y HACER NIVELES;18;0;01;18;4;28;01;005
101;17/08/2010;11;000136;DESMONTAR RADIADOR Y MONTAJE UNA VEA REPARADO;8;0;01;18;4;28;03;005
101;05/08/2010;11;000131;REPARACION EN TALLER;4;0;01;18;4;28;01;005
800;05/08/2010;11;000131;DESPLAZAMIENTO A FABRICA , COMPROBACION , DESMONTAR MONITOR Y MONTAJE UNA VEZ REPARADO;5;0;01;18;4;28;02;005
800;02/09/2010;11;000148;DESPLAZAMIENTO A FABRICA , DESMONTAR ASIENTO ,COLOCACION DE NUEVO , DESMONTAR RESORTES , COLOCACION DE NUEVO Y DESMONTAR TOPE GIRO MAQUINA Y COLOCACION DE NUEVOS;4;0;01;18;4;28;01;005
800;07/09/2010;11;000150;DESPLAZAMIENTO A PLANTA PARA COMPROBACION DE AVERIA, SACAR EL MOTOR DE LA MAQUINA Y DESPIECE DEL MOTOR PARA VERIFICAR LA AVERIA EN SUS INSTALACIONES.;90;0;01;18;4;28;01;005
101;07/09/2010;11;000151;REPARACION DE MOTOR EN TALLER;90;0;01;18;4;28;01;005
101;03/09/2010;14;000060;REPARACION DE MOTOR;90;0;01;18;4;28;01;005
101;15/09/2010;11;000154; DESPIECE , LIMPIEZA, COLOCACION DE JUEGO REPARACION Y MONTAJE ;100;0;01;18;4;29;01;005
101;22/09/2010;14;000077;REPARACION ARTICULACION CENTRAL EN TALLER;100;0;01;18;4;28;01;005
800;27/09/2010;11;000155;Desmontaje y montaje de transmision;90;0;01;18;4;30;01;005
101;15/09/2010;11;000154;DESMONTAR RADIADOR, DESPIECE Y COLOCACION UNA VEZ REPARADO;25;0;01;18;4;29;02;005
101;15/09/2010;11;000154;DESMONTAR TANQUE GASOIL, DESMONTAR AFORADOR, COLOCACION DE NUEVO Y MONTAJE;20;0;01;18;4;29;03;005
101;15/09/2010;11;000154;REPARACION DE FRENO MANO, CERRADURA PUERTA FILTROS A/A, SENSOR DE NIVEL AGUA, DIFERENCIAL, MANDO DE PALA SALIDERO ACEITE, RESORTE GAS PUERTA RADIADOR Y ELECTROVAVULA SUSPENCION PALA;50;0;01;18;4;29;04;005
101;15/09/2010;11;000154;DESMONTAR PALA, ARTICULACION CENTRAL, ENGACHE PALA, COLOCACION DE CASQUILLOS, BULONES Y MONTAJE;40;0;01;18;4;29;05;005
101;15/09/2010;11;000154;DESMONTAR MOTOR DE MAQUINA Y MONTAJE UNA VEZ REPARADO;40;0;01;18;4;29;06;005
800;29/09/2010;11;000159;DESPLAZAMIENTO, DESMONTAR MOTOR Y COLOCACION DE MOTOR INTERCAMBIO;80;0;01;18;4;30;01;005
101;06/10/2010;11;000161;DESMONTAR CARENAJES Y CABINA PARA SACAR TRANSMISION,  DESPIECE DE LA MISMA Y CONVERTIDOR, SUSTITUIR KIT RODAMIENTOS, DISCOS Y JUNTAS. MONTAJE. COLOCACION DE TRANSMISION, CABINA  Y CARENAJES EN MAQUINA.                                    ;150;0;01;18;4;28;01;005
800;07/10/2010;11;000163;DESPLAZAMIENTO A PLANTA , DESMONTAR BOMBA HIDRAULICA Y COLOCACION UNA VEZ REPARADA;9;0;01;18;4;28;01;005
101;14/10/2010;11;000165;HACER PRUEBA DE BOMBA HIDRAULICA, DESMONTAR BOMBA DEFECTUOSA Y MONTAJE DE NUEVA EN GARANTIA. CAMBIAR ACEITE HIDRAULICO Y FILTRO HIDRAULICO.;7;0;01;18;4;32;01;005
800;21/10/2010;11;000168;DESPLAZAMIENTO A FINCA, DESMONTAR BOMBA HIDRAULICA, COMPROBACION, DESMONTAJE NO TENIENDO REPARACION, COLOCACION DE PIÑON EN BOMBA NUEVA, MONTAJE DE BOMBA EN MAQUINA, RACORES, LATIGUILLO NUEVO, HACER NIVEL HIDRAULICO, FILTRO EMBRAGUE Y BATERIAS ;7;0;01;18;4;28;01;005
800;03/11/2010;14;000123;REALIZAR CAMBIO DE ACEITES Y FILTROS;6;0;01;18;4;28;01;005
800;03/11/2010;11;000179;REALIZAR CAMBIO DE FILTROS Y ACEITES;6;0;01;18;4;28;01;005
101;12/11/2010;11;000185;DESPIECE DE MOTOR, LIMPIEZA , COLOCACION DE JUEGOS REPARACION Y MONTAJE;45;0;01;18;4;28;01;005
800;15/11/2010;14;000138;REALIZAR CAMBIO DE FILTROS Y ACEITES;4;0;01;18;4;30;01;005
800;16/11/2010;14;000146;SUTITUCION DE CRISTAL DELANTERO;4;0;01;18;4;30;01;005
101;23/11/2010;11;000190;DESMONTAR CULATA EN MAQUINA, LIMPIEZA DE PLANOS, COLOCACION DE JUEGO REPRACION, MONTAJE CULATA INTERCAMBIO Y CALIBRACION DE INYECTORES.;30;0;01;18;4;28;01;005
101;23/11/2010;11;000191;SACAR MOTOR, DESPIECE DEL MISMO, LIMPIEZA, COLOCACION DE JUEGO REPARACION, MONTAJE Y COLOCACION DE MOTOR EN MAQUINA;135;0;01;18;4;28;01;005
101;23/11/2010;11;000192;SACAR MOTOR, DESPIECE DEL MISMO, LIMPIEZA, COLOCACION DE JUEGO REPARACION, MONTAJE Y COLOCACION DE MOTOR EN MAQUINA;135;0;01;18;4;28;01;005
100;01/12/2010;13;000084;SUSTITUCION DE CORONA EN NUESTRAS INSTALACIONES;120;0;01;18;4;32;01;005
101;01/12/2010;13;000085;SUSTITUCION DE CORONA;120;0;01;18;4;32;01;005
800;09/12/2010;11;000201;DESPLAZAMIENTO A PLANTA PARA SACAR MOTOR  DE LA MAQUINA Y COLOCACION DEL MISMO UNA VEZ REPARADO.;25;0;01;18;4;30;01;005
100;09/12/2010;11;000201;REPARACION EN TALLER: DESMONTAR CARTER, TAPA DE BALANCINES CARCASA DE DISTRIBUCION, RETEN DEL CIGUEÑAL, COLOCACION DE NUEVAS JUNTAS Y BOMBA INYECTORA;12;0;01;18;4;25;01;010
800;10/12/2010;11;000202;DESPLAZAMIENTO A PLANTA, DESMONTAR BOMBA AGUA, COLOCACION DE JUNTA, DESMONTAR FRENO ESTACIONAMIENTO, LIMPIEZA, COLOCACION DE MUELLES, AJUSTE Y MONTAJE;8;0;01;18;4;28;01;005
101;15/12/2010;14;000182;MANO DE OBRA;100;0;01;18;4;32;01;005
800;14/12/2010;14;000180;DESMONTAR LOS EMBOLOS DE BOTELLA DE ELEVACION, LLEVAR A TALLER, COLOCACION DE EMPAQUETADURAS Y MONTAJE DE EMBOLOS EN BOTELLAS ;20;0;01;18;4;30;01;005
800;13/12/2010;14;000178;DESPLAZAMIENTO A JEREZ (CARREFUR), DESMONTAR BOMBA INY. TRASLADAR A TALLER PARA SU REPARACION Y DESPLAZAMIENTO PARA MONTAJE DE LA MISMA;4;0;01;18;4;30;01;005
800;23/12/2010;11;000206;DESLAZAMIENTO A PLANTA, CAMBIO DE FILTROS Y ACEITES 1000H.;1;0;01;18;4;241,8;01;005
101;04/01/2011;21;000006;DESOLDAR CHAPAS , REPARACION DE GRIETA Y COLOCACION DE REFUERZOS;40;0;01;18;4;32;01;005
800;05/01/2011;21;000007;DESPLAZAMIENTO A PLANTA, DESMONTAR CRISTAL, COLOCACION DE NUEVO Y SELLADO DEL MISMO;7;0;01;18;4;30;01;005
101;07/01/2011;21;000008;CAMBIAR JUNTA TORICA DE RACOR DE BOTELLA DE VOLTEO, SUSTITUIR LATIGUILLO DE PEDAL DE FRENO Y DE LATIGUILLO HIDRAULICO QUE VA POR LO ALTO DEL MOTOR;4;0;01;18;4;30;01;005
800;30/12/2010;14;000199;DESPLAZAMIENTO DE MAQUINA AL TALLER, DESMONTAR Y COLOCACION DE PUERTA COMPLETA;2;0;01;18;4;30;01;005
800;30/12/2010;14;000200;DESPLAZAMIENTO DE MAQUINA A TALLER, DESMONTAR CRISTAL Y MONTAJE DEL MISMO;5;0;01;18;4;30;01;005
800;13/01/2011;21;000014;DESPLAZAMIENTO A CANTERA, SUSTITUIR ELECTROVALVULA, REPARACION DEL CABLEADO DE TVC Y REPARACION CABLEADO DEL POTENCIOMETRO;6;0;01;18;4;30;01;005
101;20/01/2011;21;000018;SACAR MOTOR, DESMONTAR ENVOLVENTE, CARTER, COLECTOR DE ESCAPE, ENFRIADOR DE ACEITE MOTOR Y COLOCACION DE JUNTAS. COLOCACION DE MOTOR EN MAQUINA, SACAR RADIADOR DE MAQUINA Y COLOCACION UNA VEZ REPARADO. NOTA: AQUI NO INCLUYE LA REPARACION DEL RADIADOR.;65;0;01;18;4;30;01;005
800;21/01/2011;21;000021;DESPLAZAMIENTO A PLANTA, DESMONTAR TURBO, COLOCACIÓN DE TURBO NUEVO CON TORNILLOS Y JUNTAS.;3;0;01;18;4;28;01;005
800;27/01/2011;21;000024;DESPLAZAMIENTO A CANTERA, DESMONTAR EJE TRASERO, PARA SU REPARACION EN TALLER Y MONTAJE UNA VEZ REPARADO. HACER NIVEL DE EJE;41;0;01;18;4;30;01;005
101;27/01/2011;21;000024;DESMONTAR EJE, COLOCACION DE RETEN , AJUSTE Y MONTAJE;8;0;01;18;4;30;02;005
101;27/01/2011;21;000025;DESMONTAR EJE DE MAQUINA, DESPIECE, LIMPIEZA, COLOCACION DE RETEN AJUSTE, MONTAJE EN MAQUINA Y HACER NIVEL;32;0;01;18;4;30;01;005
800;31/01/2011;21;000026;SUSTITUYENDO RADIADOR DE REFRIGERANRE MOTOR DIESEL, CAMBIAR RADIADORES DE HIDRAULICO Y CODESADOR DE POSICIONES. MODIFICACION DE CARENAJES DE ENTREDA DE AIRE , SALIDA DE AIRE CON PROTECCIONES SUPERIORES Y LATERALES;1;0;01;18;4;0,01;01;005
800;08/02/2011;21;000034;DESMONTAR BOMBAS, CAJA TRANSFE PARA SU REPARACION EN TALLER Y MONTAJE UNA VEZ REPARADA, HACER NIVEL ACEITE;40;0;01;18;4;30;01;005
101;08/02/2011;21;000034;DESMONTAR CAJA, DESPIECE, COLOCACION DE CORONA Y RODAMIENTOS, MONTAJE DE LA MISMA;14;0;01;18;4;30;02;005
101;08/02/2011;21;000035;DESMONTAR PALA , BIELETAS DE VOLTEO, COGIDA DE CUCHARON, COLOCACION DE CASQUILLOS, BULONES, RETENES NUEVOS. SOLTAR MAZAS DE COGIDA DE CUCHARON, CONSTRUCCION DE MAZAS NUEVAS, SOLDARDAS MAZAS NUEVAS Y MONTAJE   ;75;0;01;18;4;28;01;005
101;08/02/2011;21;000036;DESMONTAR TRANSMISION DE MAQUINA, DESPIECE DE LA MISMA, LIMPIEZA, COLOCACION DE PIEZAS , MONTAJE, COLOCACION EN MAQUINA, HACER NIVEL Y AJUSTES;45;0;01;18;4;30;01;005
800;11/02/2011;21;000037;DESPLAZAMIENTO, QUITAR BATERIAS, CARGA DE BATERIAS EN TALLER, COLOCACION Y ARRANQUE DE DUMPER;8;0;01;18;4;32;01;005
800;14/02/2011;24;000058;QUITAR PUERTAS DEFECTUOSAS Y COLOCACION DE NUEVAS;8;0;01;18;4;32;01;005
800;16/02/2011;21;000042;DESPLAZAMIENTO A PLANTA, COLOCACION DE CRUCETA EN TALLER, QUITAR CARDAN CENTRAL DEFECTUOSO Y MONTAJE DE OTRO CARDAN EN MAQUINA;1;0;01;18;4;205;01;005
800;17/02/2011;21;000043;DESPLAZAMIENTO A PLANTA, COMPROBACION DE FALLO VELOCIDADES, DESMONTAR CAJA VALVULA, REPARACION EN TALLER, COMPROBACION DE TRANSMISION PARA SU REPARACION EN TALLER ;12;0;01;18;4;30;01;005
101;17/02/2011;21;000043;DESMONTAR CARENAJES, SACAR MOTOR, TRANSMISION, DESPIECE TRANSMISION, LIMPIEZA, MONTAJE, JUEGO DE REPARACION, MONTAJE DE TRANSMISION , MOTOR Y CARENAJES;105;0;01;18;4;30;02;005
101;17/02/2011;21;000043;DESMONTAR MANDOS TIC, COLOCACION JUEGO REPARACION, AJUSTE Y MONTAJE;4;0;01;18;4;30;03;005
101;17/02/2011;21;000043;DESMONTAR TAPA BALANCINES, REGLAJE DE VALVULAS Y MONTAJE DE TAPA;3;0;01;18;4;30;04;005
101;17/02/2011;21;000044;DESPIECE DE MOTOR, LIMPIEZA, COLOCACION JUEGO REPARACION Y MONTAJE;75;0;01;18;4;30;02;005
800;18/02/2011;21;000046;COMPROBACION DE REGLAJE DE VALVULAS DE CULATA Y CAMBIAR JUNTA DE TAPA DE BALANCIN;1;0;01;18;4;90;01;005
800;21/02/2011;21;000047;DESPLAZAMIENTO A PLANTA, REVISION Y COMPROBACION SISTEMA INYECCION, ;5;0;01;18;4;30;01;005
800;21/02/2011;21;000050;DESPLAZAMIENTO A FABRICA, REALIZAR CAMBIO DE 250 HORAS.;1;0;01;18;4;155;01;005
800;22/02/2011;21;000052;DESPLAZAMIENTO A PLANTA, ADAPTAR INTERRUPTOR DE EMERGENCIA DE FRENO MANO AL ASIENTO DE LA MAQUINA.;1;0;01;18;4;376;01;005
101;23/02/2011;21;000053;DESMONTAR CAPO,TAPA BALANCINES, INYECTORES, COLOCACION DE NUEVO, AJUSTE, REGLAJE DE VALVULAS Y MONTAJE DE MAQUINA;25;0;01;18;4;30;01;005
101;23/02/2011;21;000053;DESMONTAR BOMBA, DESPIECE DE ELEMENTOS, COLOCACION DE NUEVOS, AJUSTE Y MONTAJE EN MAQUINA;10;0;01;18;4;30;02;005
800;21/02/2011;21;000048;DESPLAZAMIENTO A PLANTA, COMPROBACION, DESMONTAJE DE MOTOR PARA SU REPARACION EN TALLER, Y MONTAJE UNA VEZ REPARADO;25;0;01;18;4;30;01;005
101;21/02/2011;21;000048;DESPIECE DE MOTOR, LIMPIEZA, COLOCACION DE KIT DE REPARACIÓN Y MONTAJE;40;0;01;18;4;30;01;010
800;21/02/2011;21;000049;DESPLAZAMIENTO A PLANTA, COMPROBACION, DESMONTAJE DE MOTOR PARA SU REPARACION EN TALLER, Y MONTAJE UNA VEZ REPARADO;25;0;01;18;4;30;01;005
101;21/02/2011;21;000049;DESPIECE DE MOTOR, LIMPIEZA, COLOCACION DE KIT DE REPARACIÓN Y MONTAJE;40;0;01;18;4;30;01;010
800;02/03/2011;21;000057;SUSTITUCION DE CORONA;60;0;01;18;4;32;01;005
800;02/03/2011;21;000058;SUSTITUCION DE CORONA;60;0;01;18;4;32;01;005
800;03/03/2011;21;000059;DESPLAZAMIENTO A PLANTA, REVISION DE MANDO, DESMONTAR CAÑONERA DIRECCION, VOLANTE, CARCASAS, COLOCACION DE PLACA,  MANDO VELOCIDADES, AJUSTE Y MONTAJE;7;0;01;18;4;30;01;005
800;07/03/2011;21;000061;DESPLAZAMIENTO A PLANTA, QUITAR BOTELLA DE VOLTEO. TRASLADAR A TALLER PARA SU REPARACION. EN TALLER; DESPIECE DE BOTELLA, REBAJAR CULOTE, SOLDADURA DE LA MISMA Y CAMBIAR EMPAQUETADURAS. DESPLAZAMIENTO A PLANTA, MONTAJE DE LA MISMA, ENGRASAR Y HACER NIVEL.;1;0;01;18;4;1349,55;01;005
800;07/03/2011;21;000062;DESPLAZAMIENTO A PLANTA, QUITAR BOTELLA DE VOLTEO. TRASLADAR A TALLER PARA SU REPARACION. EN TALLER; DESPIECE DE BOTELLA, REBAJAR CULOTE, SOLDADURA DE LA MISMA, CAMBIAR EMPAQUETADURAS. DESPLAZAMIENTO A PLANTA, MONTAJE DE LA MISMA, ENGRASAR Y HACER NIVEL.;1;0;01;18;4;1921,55;01;005
800;08/03/2011;21;000066;DESPLAZAMIENTO A SUS INTALACIONES, SACAR MOTOR DE MAQUINA Y COLOCACION UNA VEZ REPARADO;40;0;01;18;4;30;01;005
101;08/03/2011;21;000066;DESPIECE DE MOTOR, LIMPIEZA, COLOCACION DE JUEGOS REPARACION Y MONTAJE;80;0;01;18;4;30;02;005
800;04/01/2011;21;000002;DESPLAZAMIENTO A FABRICA, DESMONTAR CRISTALES BLINADADOS Y  COLOCACION DE  NUEVO;18;0;01;18;4;30;01;005
800;21/03/2011;21;000077;DESPLAZAMIENTO A PLANTA, DESMONTAR CRISTAL, COLOCACION DE NUEVO Y SELLADO DEL MISMO;5;0;01;18;4;30;01;005
800;22/03/2011;21;000081;DESPLAZAMIENTO A PLANTA, DESMONTAR SLIENCIOSO, COLOACION DE NUEVO Y JUNTAS;5;0;01;18;4;29;01;005
800;22/03/2011;21;000082;DESPLAZAMIENTO A PLANTA, DESMONTAR MANDO, COLOCACION DE NUEVO.;3;0;01;18;4;29;01;005
800;24/03/2011;24;000103;DESPLAZAMIENTO A POL. IND. LA NEGRILLA, QUITAR BOTELLA DE BALANCIN DE MAQUINA, LLEVAR A TALLER PARA SUSTITUCION DE EMPAQUETAUDRAS. DESPLAZAMIENTO A POL. Y MONTAJE DE LA MISMA.;1;0;01;18;4;380;01;005
800;23/03/2011;21;000089;DESPLAZAMIENTO A URB. LAS MONJAS EN SEVILLA, SUSTITUCION DE INTERRUPTOR DE VELOCIDAD EN MANDO;2;0;01;18;4;30;01;005
800;01/04/2011;21;000092;DESPLAZAMIENTO A PLANTA, COMPROBACION DE AIRE ACONDICIONADO Y CARGA DEL MISMO.;1;0;01;18;4;201;01;005
800;04/03/2011;21;000060;DESPLAAMIENTO, DESMONTAR INSTALACION ELECTRICA, COLOCACION DE NUEVA;24;0;01;18;4;30;01;005
800;04/04/2011;21;000095;DESPLAZAMIENTO A PLANTA PARA SUSTITUCION DE CADENAS.;180;0;01;18;4;32;01;005
800;04/04/2011;21;000096;DESPLAZAMIENTO A PLANTA PARA MONTAR CADENAS;180;0;01;18;4;32;01;005
800;06/04/2011;21;000101;DESPLAZAMIENTO A PLANTA PRA MONTAR CADENAS;180;0;01;18;4;32;01;005
101;06/04/2011;21;000102;LIMPIEZA, DESMONTAR CABINA DE MAQUINA,  QUITAR TUBERIAS DE BOMBAS, CHAPONES, DESMONTAR SOPORTES DE TRANSMISION Y SACAR TRANSMISION;40;0;01;18;4;30;01;005
101;06/04/2011;21;000102;DESPIECE DE TRANSMISION, LIMPIEZA, CAMBIAR JUNTAS,  SEGMENTOS TRANSMISION, DESPIECE DE BOMBA TRANSMISION, COLOCACION RETEN Y JUNTAS;35;0;01;18;4;30;01;010
101;06/04/2011;21;000102;LIMPIEZA DE HUECO MAQUINA, MONTAJE DE TRANSMISION EN MAQUINA, BOMBAS , TUBERIAS, MONTAJE CABINA , CHAPONES, HACER NIVELES Y PRUEBA DE MAQUINA;76;0;01;18;4;30;01;015
101;05/04/2011;24;000125;SUSTITUCION DE SOPORTE DE BRAZO EN TALLER;20;0;01;18;4;30;01;005
800;07/04/2011;21;000104;DESPLAZAMIENTO A CANTERA, DESMONTAR BOMBA HIDRAULICA , DESPIECE, COMPROBACION BOMBA NO TENIENDO REPARACION, COLOCACION DE NUEVA, COLOCACION DE FILTROS Y CAMBIAR ACEITE TRANSMISION.;27;0;01;18;4;30;01;005
800;07/04/2011;21;000105;DESPLAZAMIENTO A CANTERA, DESMONTAR COMPRESOR, COMPRESOR RECUPERADO, MONTAJE, COMPROBACION DE CIRCUITO Y CARGA GAS CONTINTA ESPECIAL;10;0;01;18;4;30;01;005
800;08/04/2011;21;000106;DESPLAZAMIENTO A VALENCINA, QUITAR BOMBA INYECTORA DEL MOTOR, LLEVAR A TALLER PARA SU REPARACION Y COLOCACION UNA VEZ REPARADA.;1;0;01;18;4;320;01;005
800;08/04/2011;21;000107;DESPLAZAMIENTO A PLANTA, COMPROBACION SENSORES , ACUMULARODES FRENO.;3;0;01;18;4;29;01;005
101;08/04/2011;21;000108;MONTAJE DE CADENAS;180;0;01;18;4;32;01;005
101;08/04/2011;21;000109;MONTAJE DE CADENAS;180;0;01;18;4;32;01;005
101;08/04/2011;21;000110;MONTAJE DE CADENAS;180;0;01;18;4;32;01;005
800;12/04/2011;21;000112;DESPLAZAMIENTO A SU INSTALACIONES, DESMONTAR I-ECU, COLOCACION DE NUEVA Y SOTWARE DE LA MISMA;2;0;01;18;4;30;01;005
